,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
294,North Carolina,17-3011,Architectural and Civil Drafters,0,"Cross-industry, private, federal, state, and local",2022,"2,330",6.6,14,$28.81,"$59,920",1.7,$18.98,$22.96,$28.22,$33.18,$39.31,"$39,470","$47,750","$58,700","$69,020","$81,770",Entry level and Non-tech
295,North Carolina,27-3041,Editors,0,"Cross-industry, private, federal, state, and local",2022,"1,960",6.7,14,$35.05,"$72,900",2.2,$17.70,$23.29,$30.95,$41.42,$54.04,"$36,810","$48,430","$64,380","$86,160","$112,400",Non Entry level and Non-tech
296,North Carolina,47-2132,"Insulation Workers, Mechanical",0,"Cross-industry, private, federal, state, and local",2022,"1,410",11.0,14,$21.93,"$45,600",2.2,$17.98,$18.97,$22.68,$23.85,$25.28,"$37,390","$39,460","$47,170","$49,610","$52,580",Non Entry level and Tech
297,North Carolina,17-2061,Computer Hardware Engineers,0,"Cross-industry, private, federal, state, and local",2022,"1,320",8.2,14,$60.40,"$125,630",1.7,$38.12,$45.66,$63.20,$72.17,$82.01,"$79,300","$94,970","$131,450","$150,110","$170,580",Non Entry level and Tech
298,North Carolina,29-1041,Optometrists,0,"Cross-industry, private, federal, state, and local",2022,"1,000",7.6,14,$75.05,"$156,110",6.1,$37.72,$52.08,$65.03,$79.19,$112.37,"$78,450","$108,320","$135,250","$164,710","$233,730",Non Entry level and Tech
299,North Carolina,47-2121,Glaziers,0,"Cross-industry, private, federal, state, and local",2022,910,7.0,14,$20.56,"$42,770",1.8,$15.69,$17.97,$19.24,$22.91,$27.35,"$32,630","$37,370","$40,010","$47,660","$56,900",Non Entry level and Non-tech
300,North Carolina,17-3012,Electrical and Electronics Drafters,0,"Cross-industry, private, federal, state, and local",2022,610,26.8,14,$26.85,"$55,840",8.2,$15.47,$19.61,$28.45,$31.18,$37.20,"$32,170","$40,780","$59,180","$64,850","$77,380",Non Entry level and Tech
301,North Carolina,51-9071,Jewelers and Precious Stone and Metal Workers,0,"Cross-industry, private, federal, state, and local",2022,580,8.9,14,$24.83,"$51,640",5.1,$12.13,$18.29,$22.12,$29.30,$38.76,"$25,240","$38,030","$46,000","$60,950","$80,610",Non Entry level and Tech
302,North Carolina,53-6032,Aircraft Service Attendants,0,"Cross-industry, private, federal, state, and local",2022,490,31.5,14,$15.57,"$32,390",2.3,$13.12,$14.40,$15.26,$16.61,$17.51,"$27,290","$29,960","$31,740","$34,540","$36,420",Entry level and Non-tech
303,North Carolina,27-4031,"Camera Operators, Television, Video, and Film",0,"Cross-industry, private, federal, state, and local",2022,440,23.7,14,$32.36,"$67,300",15.6,$15.31,$16.78,$26.83,$53.12,$58.09,"$31,840","$34,890","$55,800","$110,480","$120,820",Non Entry level and Tech
304,North Carolina,19-4051,Nuclear Technicians,0,"Cross-industry, private, federal, state, and local",2022,370,5.3,14,$46.90,"$97,560",2.0,$30.85,$44.52,$50.22,$50.26,$57.24,"$64,170","$92,600","$104,470","$104,540","$119,070",Non Entry level and Tech
305,North Carolina,29-1242,"Orthopedic Surgeons, Except Pediatric",0,"Cross-industry, private, federal, state, and local",2022,360,14.9,14,*,*,4.0,$100.03,*,*,*,*,"$208,070",*,*,*,*,Entry level and Non-tech
306,North Carolina,49-9096,Riggers,0,"Cross-industry, private, federal, state, and local",2022,260,21.3,14,$25.30,"$52,620",5.1,$16.88,$19.39,$24.14,$30.00,$35.68,"$35,100","$40,320","$50,220","$62,400","$74,210",Entry level and Tech
307,North Carolina,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0,"Cross-industry, private, federal, state, and local",2022,230,11.1,14,$60.62,"$126,090",5.8,$18.01,$22.46,$35.04,$79.28,*,"$37,470","$46,710","$72,890","$164,910",*,Non Entry level and Non-tech
308,North Carolina,43-9081,Proofreaders and Copy Markers,0,"Cross-industry, private, federal, state, and local",2022,130,22.3,14,$20.99,"$43,650",4.8,$14.89,$16.83,$20.06,$23.21,$30.96,"$30,980","$35,000","$41,720","$48,270","$64,390",Entry level and Tech
309,North Carolina,19-3093,Historians,0,"Cross-industry, private, federal, state, and local",2022,120,35.1,14,$40.71,"$84,690",4.7,$30.48,$33.85,$38.97,$46.87,$56.66,"$63,400","$70,410","$81,060","$97,490","$117,850",Non Entry level and Tech
310,North Carolina,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0,"Cross-industry, private, federal, state, and local",2022,110,24.1,14,$20.92,"$43,510",5.4,$16.96,$17.57,$18.78,$23.77,$27.02,"$35,270","$36,540","$39,060","$49,440","$56,200",Non Entry level and Tech
311,North Carolina,39-3021,Motion Picture Projectionists,0,"Cross-industry, private, federal, state, and local",2022,30,27.3,14,$21.19,"$44,080",5.1,$19.64,$19.81,$20.54,$21.70,$22.00,"$40,840","$41,210","$42,720","$45,130","$45,760",Non Entry level and Tech
312,North Carolina,47-2011,Boilermakers,0,"Cross-industry, private, federal, state, and local",2022,*,89.1,15,$28.53,"$59,340",15.5,$20.29,$24.53,$31.60,$32.77,$35.98,"$42,210","$51,030","$65,720","$68,160","$74,830",Entry level and Tech
313,North Carolina,51-0000,Production Occupations,0,"Cross-industry, private, federal, state, and local",2022,"326,780",0.8,15,$19.78,"$41,140",0.4,$12.69,$14.77,$17.92,$22.92,$29.53,"$26,390","$30,730","$37,270","$47,680","$61,430",Non Entry level and Tech
314,North Carolina,53-7065,Stockers and Order Fillers,0,"Cross-industry, private, federal, state, and local",2022,"92,560",1.2,15,$15.51,"$32,260",0.5,$11.24,$13.25,$14.68,$17.32,$20.20,"$23,390","$27,550","$30,530","$36,030","$42,020",Non Entry level and Non-tech
315,North Carolina,21-0000,Community and Social Service Occupations,0,"Cross-industry, private, federal, state, and local",2022,"57,300",1.2,15,$24.82,"$51,620",1.1,$15.23,$18.75,$23.17,$28.76,$35.12,"$31,670","$39,000","$48,190","$59,830","$73,060",Entry level and Non-tech
316,North Carolina,51-2090,Miscellaneous Assemblers and Fabricators,0,"Cross-industry, private, federal, state, and local",2022,"52,590",2.1,15,$17.90,"$37,230",0.5,$12.32,$14.49,$17.02,$20.46,$24.27,"$25,630","$30,130","$35,390","$42,560","$50,480",Non Entry level and Tech
317,North Carolina,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0,"Cross-industry, private, federal, state, and local",2022,"48,050",1.9,15,$19.45,"$40,460",0.5,$13.77,$16.34,$18.73,$22.53,$25.51,"$28,640","$33,990","$38,960","$46,860","$53,070",Entry level and Non-tech
318,North Carolina,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,0,"Cross-industry, private, federal, state, and local",2022,"30,290",1.9,15,$32.08,"$66,720",1.4,$21.70,$24.84,$30.03,$37.38,$45.66,"$45,130","$51,660","$62,450","$77,750","$94,980",Entry level and Non-tech
319,North Carolina,13-1161,Market Research Analysts and Marketing Specialists,0,"Cross-industry, private, federal, state, and local",2022,"26,700",2.5,15,$36.40,"$75,710",1.2,$17.86,$23.53,$31.59,$46.30,$62.15,"$37,150","$48,940","$65,710","$96,310","$129,260",Non Entry level and Non-tech
320,North Carolina,47-2073,Operating Engineers and Other Construction Equipment Operators,0,"Cross-industry, private, federal, state, and local",2022,"14,910",3.4,15,$21.88,"$45,500",0.9,$16.87,$18.51,$21.82,$23.52,$27.56,"$35,080","$38,490","$45,380","$48,930","$57,330",Non Entry level and Tech
321,North Carolina,11-2022,Sales Managers,0,"Cross-industry, private, federal, state, and local",2022,"11,330",3.7,15,$65.74,"$136,750",4.1,$26.25,$36.89,$58.28,$83.77,$108.93,"$54,600","$76,720","$121,220","$174,240","$226,570",Entry level and Non-tech
322,North Carolina,41-1012,First-Line Supervisors of Non-Retail Sales Workers,0,"Cross-industry, private, federal, state, and local",2022,"10,280",2.1,15,$51.69,"$107,520",2.1,$24.42,$30.82,$43.48,$62.94,$84.59,"$50,780","$64,110","$90,430","$130,910","$175,940",Entry level and Non-tech
323,North Carolina,51-6031,Sewing Machine Operators,0,"Cross-industry, private, federal, state, and local",2022,"9,900",4.0,15,$15.84,"$32,950",1.1,$10.69,$12.83,$14.69,$18.15,$22.52,"$22,240","$26,690","$30,540","$37,760","$46,850",Non Entry level and Tech
324,North Carolina,43-3011,Bill and Account Collectors,0,"Cross-industry, private, federal, state, and local",2022,"7,930",6.1,15,$19.38,"$40,310",3.1,$12.63,$14.77,$18.08,$23.21,$27.53,"$26,260","$30,730","$37,610","$48,290","$57,260",Non Entry level and Non-tech
325,North Carolina,17-2141,Mechanical Engineers,0,"Cross-industry, private, federal, state, and local",2022,"7,560",4.9,15,$43.56,"$90,600",1.1,$28.01,$35.17,$40.55,$49.88,$61.60,"$58,250","$73,150","$84,330","$103,740","$128,130",Non Entry level and Tech
326,North Carolina,13-1051,Cost Estimators,0,"Cross-industry, private, federal, state, and local",2022,"7,410",3.0,15,$31.80,"$66,130",1.1,$18.13,$22.95,$30.00,$38.20,$48.01,"$37,710","$47,740","$62,400","$79,460","$99,860",Non Entry level and Non-tech
327,North Carolina,29-1123,Physical Therapists,0,"Cross-industry, private, federal, state, and local",2022,"6,720",4.8,15,$44.33,"$92,200",1.7,$32.30,$37.16,$40.53,$48.68,$56.10,"$67,190","$77,300","$84,300","$101,250","$116,690",Non Entry level and Tech
328,North Carolina,15-1251,Computer Programmers,0,"Cross-industry, private, federal, state, and local",2022,"4,200",4.7,15,$50.43,"$104,890",1.7,$29.09,$38.21,$48.60,$61.45,$73.93,"$60,510","$79,480","$101,080","$127,810","$153,780",Non Entry level and Tech
329,North Carolina,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0,"Cross-industry, private, federal, state, and local",2022,"4,070",7.7,15,$16.68,"$34,690",1.1,$12.43,$14.01,$16.50,$18.26,$22.02,"$25,840","$29,140","$34,320","$37,970","$45,800",Non Entry level and Tech
330,North Carolina,15-1243,Database Architects,0,"Cross-industry, private, federal, state, and local",2022,"2,800",10.1,15,$59.64,"$124,060",6.8,$35.63,$43.08,$59.59,$67.72,$84.06,"$74,100","$89,600","$123,950","$140,850","$174,840",Non Entry level and Tech
331,North Carolina,29-1151,Nurse Anesthetists,0,"Cross-industry, private, federal, state, and local",2022,"2,380",7.6,15,$103.24,"$214,740",2.7,$79.12,$85.00,$99.40,$110.96,*,"$164,570","$176,790","$206,750","$230,800",*,Non Entry level and Tech
332,North Carolina,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0,"Cross-industry, private, federal, state, and local",2022,"2,300",13.7,15,$20.33,"$42,290",3.4,$15.66,$18.29,$21.02,$22.80,$23.92,"$32,560","$38,040","$43,720","$47,420","$49,750",Non Entry level and Tech
333,North Carolina,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,"2,050",5.7,15,$20.36,"$42,340",1.4,$14.44,$17.15,$19.29,$23.17,$26.44,"$30,030","$35,670","$40,110","$48,200","$55,000",Non Entry level and Tech
334,North Carolina,27-3043,Writers and Authors,0,"Cross-industry, private, federal, state, and local",2022,"1,990",29.6,15,$35.02,"$72,840",12.1,$20.25,$26.56,$31.25,$40.88,$53.21,"$42,120","$55,240","$65,000","$85,030","$110,670",Non Entry level and Non-tech
335,North Carolina,19-4099,"Life, Physical, and Social Science Technicians, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,730",4.0,15,$30.27,"$62,970",1.5,$21.80,$24.65,$30.02,$33.44,$38.34,"$45,340","$51,270","$62,450","$69,560","$79,750",Non Entry level and Tech
336,North Carolina,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0,"Cross-industry, private, federal, state, and local",2022,"1,710",4.8,15,$19.41,"$40,360",1.7,$13.43,$15.73,$18.51,$22.79,$26.95,"$27,940","$32,710","$38,500","$47,400","$56,050",Non Entry level and Tech
337,North Carolina,17-1022,Surveyors,0,"Cross-industry, private, federal, state, and local",2022,"1,200",6.4,15,$35.14,"$73,080",3.3,$18.21,$24.62,$32.63,$43.16,$51.55,"$37,870","$51,210","$67,870","$89,780","$107,220",Entry level and Non-tech
338,North Carolina,19-3034,School Psychologists,0,"Cross-industry, private, federal, state, and local",2022,"1,160",6.5,15,$30.80,"$64,060",1.3,$22.48,$27.43,$30.45,$36.19,$38.76,"$46,760","$57,060","$63,330","$75,280","$80,610",Entry level and Non-tech
339,North Carolina,39-4031,"Morticians, Undertakers, and Funeral Arrangers",0,"Cross-industry, private, federal, state, and local",2022,"1,050",6.8,15,$24.10,"$50,130",4.6,$10.90,$13.63,$23.62,$29.57,$36.78,"$22,670","$28,360","$49,130","$61,510","$76,500",Non Entry level and Non-tech
340,North Carolina,53-7021,Crane and Tower Operators,0,"Cross-industry, private, federal, state, and local",2022,"1,000",11.7,15,$27.44,"$57,080",1.9,$18.09,$21.49,$26.57,$32.86,$37.56,"$37,630","$44,690","$55,260","$68,350","$78,110",Non Entry level and Tech
341,North Carolina,43-4141,New Accounts Clerks,0,"Cross-industry, private, federal, state, and local",2022,910,17.9,15,$18.80,"$39,100",3.2,$16.20,$16.20,$17.41,$18.79,$24.86,"$33,700","$33,700","$36,210","$39,090","$51,710",Entry level and Non-tech
342,North Carolina,31-2022,Physical Therapist Aides,0,"Cross-industry, private, federal, state, and local",2022,820,10.8,15,$14.32,"$29,790",2.6,$10.79,$11.97,$13.70,$15.25,$17.66,"$22,430","$24,900","$28,500","$31,730","$36,730",Entry level and Non-tech
343,North Carolina,29-1249,"Surgeons, All Other",0,"Cross-industry, private, federal, state, and local",2022,570,9.2,15,$206.26,"$429,010",7.7,$90.00,*,*,*,*,"$187,200",*,*,*,*,Non Entry level and Tech
344,North Carolina,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0,"Cross-industry, private, federal, state, and local",2022,540,11.4,15,$14.51,"$30,180",2.3,$9.56,$11.57,$14.07,$16.60,$19.59,"$19,870","$24,060","$29,260","$34,520","$40,740",Entry level and Non-tech
345,North Carolina,49-9069,"Precision Instrument and Equipment Repairers, All Other",0,"Cross-industry, private, federal, state, and local",2022,450,16.7,15,$28.70,"$59,700",3.5,$19.74,$22.98,$28.70,$31.07,$39.76,"$41,060","$47,790","$59,690","$64,620","$82,690",Non Entry level and Tech
346,North Carolina,11-9171,Funeral Home Managers,0,"Cross-industry, private, federal, state, and local",2022,390,8.2,15,$39.28,"$81,700",3.9,$20.85,$28.63,$37.12,$46.91,$55.34,"$43,370","$59,550","$77,200","$97,580","$115,110",Non Entry level and Non-tech
347,North Carolina,51-9022,"Grinding and Polishing Workers, Hand",0,"Cross-industry, private, federal, state, and local",2022,360,11.8,15,$15.84,"$32,950",3.9,$11.43,$13.68,$15.08,$17.29,$21.20,"$23,780","$28,440","$31,370","$35,960","$44,100",Entry level and Tech
348,North Carolina,51-2021,"Coil Winders, Tapers, and Finishers",0,"Cross-industry, private, federal, state, and local",2022,320,11.2,15,$24.44,"$50,830",2.4,$15.10,$17.80,$24.97,$30.83,$35.60,"$31,400","$37,020","$51,940","$64,120","$74,040",Entry level and Non-tech
349,North Carolina,27-4014,Sound Engineering Technicians,0,"Cross-industry, private, federal, state, and local",2022,210,19.5,15,*,*,21.7,*,*,*,*,*,*,*,*,*,*,Non Entry level and Tech
350,North Carolina,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0,"Cross-industry, private, federal, state, and local",2022,160,10.3,15,$33.18,"$69,010",2.5,$21.50,$28.25,$35.49,$38.15,$44.99,"$44,720","$58,760","$73,810","$79,350","$93,590",Non Entry level and Non-tech
351,North Carolina,39-3099,"Entertainment Attendants and Related Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,110,38.2,15,$14.72,"$30,610",11.9,$10.12,$12.97,$14.57,$16.50,$18.09,"$21,050","$26,980","$30,300","$34,320","$37,620",Entry level and Non-tech
352,North Carolina,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0,"Cross-industry, private, federal, state, and local",2022,60,30.0,15,$37.38,"$77,750",15.3,$17.27,$27.37,$32.56,$39.48,$78.91,"$35,930","$56,940","$67,720","$82,120","$164,140",Non Entry level and Tech
353,North Carolina,47-5081,Helpers--Extraction Workers,0,"Cross-industry, private, federal, state, and local",2022,50,33.2,15,$20.77,"$43,200",4.5,$16.74,$19.11,$21.50,$22.36,$23.68,"$34,810","$39,750","$44,720","$46,510","$49,260",Entry level and Non-tech
354,North Carolina,39-6012,Concierges,0,"Cross-industry, private, federal, state, and local",2022,*,51.3,16,$15.04,"$31,290",4.8,$12.99,$13.39,$13.89,$14.87,$19.02,"$27,010","$27,850","$28,880","$30,920","$39,560",Non Entry level and Non-tech
355,North Carolina,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0,"Cross-industry, private, federal, state, and local",2022,"56,110",1.7,16,$13.90,"$28,910",0.7,$10.39,$11.06,$13.45,$15.41,$17.66,"$21,600","$23,000","$27,980","$32,040","$36,740",Entry level and Non-tech
356,North Carolina,53-7051,Industrial Truck and Tractor Operators,0,"Cross-industry, private, federal, state, and local",2022,"23,000",2.0,16,$19.13,"$39,790",0.4,$14.77,$16.47,$18.24,$21.57,$23.49,"$30,710","$34,250","$37,940","$44,860","$48,860",Non Entry level and Tech
357,North Carolina,23-1011,Lawyers,0,"Cross-industry, private, federal, state, and local",2022,"14,150",2.9,16,$70.62,"$146,890",3.1,$28.09,$37.27,$58.21,$87.92,*,"$58,430","$77,520","$121,080","$182,870",*,Non Entry level and Non-tech
358,North Carolina,49-9041,Industrial Machinery Mechanics,0,"Cross-industry, private, federal, state, and local",2022,"14,030",2.8,16,$27.18,"$56,530",0.8,$17.94,$21.85,$27.05,$30.98,$37.96,"$37,310","$45,450","$56,260","$64,440","$78,960",Non Entry level and Tech
359,North Carolina,51-4121,"Welders, Cutters, Solderers, and Brazers",0,"Cross-industry, private, federal, state, and local",2022,"12,690",3.5,16,$23.36,"$48,590",1.0,$17.16,$18.91,$22.69,$27.14,$30.52,"$35,690","$39,320","$47,200","$56,440","$63,480",Non Entry level and Tech
360,North Carolina,51-9198,Helpers--Production Workers,0,"Cross-industry, private, federal, state, and local",2022,"9,500",5.0,16,$15.87,"$33,000",0.8,$10.60,$13.67,$15.85,$17.77,$20.14,"$22,050","$28,430","$32,970","$36,960","$41,890",Non Entry level and Tech
361,North Carolina,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0,"Cross-industry, private, federal, state, and local",2022,"6,780",4.0,16,$21.40,"$44,510",1.3,$13.77,$17.00,$20.10,$24.50,$30.50,"$28,640","$35,350","$41,810","$50,960","$63,440",Entry level and Non-tech
362,North Carolina,25-9031,Instructional Coordinators,0,"Cross-industry, private, federal, state, and local",2022,"6,460",3.1,16,$29.59,"$61,550",1.3,$18.42,$23.09,$29.55,$34.81,$39.90,"$38,310","$48,020","$61,460","$72,410","$82,990",Entry level and Non-tech
